"city_state_id","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","State.x","city_state","Agency_Type","vio_crime","prop_crime","Agency","State.y","city_state.x","Source.Link","Source.Type","Source.Method","Population","pop23","Agency_Type.x","Latitude","Longitude","Comment","X","X.1","X.2","ori","pub_agency_name","state_abbr","city_state.y","region_name","division_name","population","Agency_Type.y","State"
"Wake,NC,County","Wake",0,0,2,8,75,66,6,2017,1,"NC","Wake,NC","County",10,147,"Wake","NC","Wake, NC","From NC","State UCR","Provided by State UCR Program",NA,198748,"County",NA,NA,"Inferred Oct 2018 from annual average","","",NA,"NC0920000","Wake","NC","Wake ,NC","South","South Atlantic",198748,"County","South"
"Warwick,RI,City","Warwick",1,1,0,4,5,71,2,2017,2,"RI","Warwick,RI","City",6,78,"Warwick","RI","Warwick, RI","https://riucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",82966,83369,"City",NA,NA,"","","",NA,"RI0020300","Warwick","RI","Warwick ,RI","Northeast","New England",83369,"City","Northeast"
"Washington,DC,City","Washington",8,22,212,184,153,2273,169,2017,1,"DC","Washington,DC","City",426,2595,"Washington","DC","Washington, DC","https://crimecards.dc.gov/","Agency RMS","Open Source",671803,678972,"City",NA,NA,"","","",NA,"DCMPD0000","Washington","DC","Washington ,DC","South","South Atlantic",678972,"City","South"
"Washoe,NV,County","Washoe",0,3,1,11,20,45,8,2017,1,"NV","Washoe,NV","County",15,73,"Washoe","NV","Washoe, NV","https://nevadacrimestats.nv.gov/public/View/dispview.aspx","State UCR","Open Source",111776,111776,"County",NA,NA,"","","",NA,"NV0160000","Washoe","NV","Washoe ,NV","West","Mountain",111776,"County","West"
"Waterbury,CT,City","Waterbury",0,4,12,22,15,137,36,2025,4,"CT","Waterbury,CT","City",38,188,"Waterbury","CT","Waterbury, CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",113464,115380,"City",NA,NA,"","","",NA,"CT0015100","Waterbury","CT","Waterbury ,CT","Northeast","New England",115380,"City","Northeast"
"West Hartford,CT,City","West Hartford",0,0,6,0,10,79,5,2017,2,"CT","West Hartford,CT","City",6,94,"West Hartford","CT","West Hartford, CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",63934,64423,"City",NA,NA,"","","",NA,"CT0015500","West Hartford","CT","West Hartford ,CT","Northeast","New England",64423,"City","Northeast"
"West Haven,CT,City","West Haven",0,1,2,3,10,82,10,2020,9,"CT","West Haven,CT","City",6,102,"West Haven","CT","West Haven, CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",55133,54791,"City",NA,NA,"","","",NA,"CT0015600","West Haven","CT","West Haven ,CT","Northeast","New England",54791,"City","Northeast"
"Will,IL,County","Will",0,4,1,7,23,42,3,2017,1,"IL","Will,IL","County",12,68,"Will","IL","Will, IL","https://ilucr.nibrs.com/Report/CrimeTrends","State UCR","Open Source",104475,104475,"County",NA,NA,"","","",NA,"IL0990000","Will","IL","Will ,IL","Midwest","East North Central",104475,"County","Midwest"
"Williamson,TX,County","Williamson",0,1,0,5,26,72,15,2017,1,"TX","Williamson,TX","County",6,113,"Williamson","TX","Williamson, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",202897,202897,"County",NA,NA,"","","",NA,"TX2460000","Williamson","TX","Williamson ,TX","South","West South Central",202897,"County","South"
"Wilmington,NC,City","Wilmington",1,1,12,25,63,243,10,2017,2,"NC","Wilmington,NC","City",39,316,"Wilmington","NC","Wilmington, NC","From NC","State UCR","Provided by State UCR Program",NA,122675,"City",NA,NA,"","","",NA,"NC0650200","Wilmington","NC","Wilmington ,NC","South","South Atlantic",122675,"City","South"
"Winston-Salem,NC,City","Winston-Salem",0,7,45,95,277,707,71,2017,1,"NC","Winston-Salem,NC","City",147,1055,"Winston-Salem","NC","Winston-Salem, NC","From NC","State UCR","Provided by State UCR Program",NA,252132,"City",NA,NA,"Inferred Dec 2016, Feb 2017, June 2018 from annual average","","",NA,"NC0340200","Winston-Salem","NC","Winston-Salem ,NC","South","South Atlantic",252132,"City","South"
"Woodbury,MN,City","Woodbury",0,3,0,2,9,93,6,2017,1,"MN","Woodbury,MN","City",5,108,"Woodbury","MN","Woodbury, MN","https://cde.state.mn.us/","State UCR","Open Source",78531,80153,"City",NA,NA,"","","",NA,"MN0821100","Woodbury","MN","Woodbury ,MN","Midwest","West North Central",80153,"City","Midwest"
"Wylie,TX,City","Wylie",0,2,1,1,5,31,2,2017,1,"TX","Wylie,TX","City",4,38,"Wylie","TX","Wylie, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",60910,62539,"City",NA,NA,"","","",NA,"TX0430800","Wylie","TX","Wylie ,TX","South","West South Central",62539,"City","South"
"Yakima,WA,City","Yakima",1,3,13,16,71,230,43,2017,1,"WA","Yakima,WA","City",33,344,"Yakima","WA","Yakima, WA","https://ypddata.yakimawa.gov/","Agency Aggregated","Open Source",NA,96991,"City",NA,NA,"","","",NA,"WA0390500","Yakima","WA","Yakima ,WA","West","Pacific",96991,"City","West"
"Yuma,AZ,City","Yuma",0,1,2,36,13,75,14,2025,3,"AZ","Yuma,AZ","City",39,102,"Yuma","AZ","Yuma, AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",98164,99610,"City",NA,NA,"","","",NA,"AZ0140500","Yuma","AZ","Yuma ,AZ","West","Mountain",99610,"City","West"
